backend,device,time,size
jax,cuda,0.00045061600030749105,16384
jax,cuda,0.00038944500010984484,16384
jax,cuda,0.00036286400063545443,16384
numba,cuda,0.0006579180007975083,65536
numba,cuda,0.0005836470008944161,65536
numba,cuda,0.0006999980014370522,65536
numba,cuda,0.0005848580003657844,65536
numba,cuda,0.000641058000837802,65536
numba,cuda,0.0008781710002949694,65536
numba,cuda,0.0007356189998972695,65536
numba,cuda,0.0006021370008966187,65536
numba,cuda,0.0006412279999494785,65536
taichi,cuda,0.00023219299873744603,65536
taichi,cuda,0.00020704300004581455,65536
taichi,cuda,0.0002124820002791239,65536
taichi,cuda,0.000204033000045456,65536
taichi,cuda,0.00022286300009000115,65536
taichi,cuda,0.0002178330014430685,65536
taichi,cuda,0.00021097200078656897,65536
taichi,cuda,0.00021066299996164162,65536
taichi,cuda,0.0002075730008073151,65536
warp,cuda,0.00018235199968330562,65536
warp,cuda,0.00017269199997826945,65536
warp,cuda,0.0001722329998301575,65536
warp,cuda,0.0001698120013315929,65536
warp,cuda,0.00018077200002153404,65536
warp,cuda,0.00017040199963958003,65536
warp,cuda,0.00017172200023196638,65536
warp,cuda,0.00016923200018936768,65536
warp,cuda,0.00016836200120451394,65536
torch,cuda,0.01904367600036494,65536
torch,cuda,0.019237578000684152,65536
torch,cuda,0.019196687999283313,65536
torch,cuda,0.019199348000256578,65536
torch,cuda,0.019225738000386627,65536
torch,cuda,0.019247149000875652,65536
torch,cuda,0.019201208000595216,65536
torch,cuda,0.019168058001014288,65536
torch,cuda,0.01907246599876089,65536
jax,cuda,0.0005113560000609141,65536
jax,cuda,0.0004155450005782768,65536
jax,cuda,0.00037754400000267196,65536
jax,cuda,0.0003865649996441789,65536
jax,cuda,0.0003834750004898524,65536
jax,cuda,0.0003904349996446399,65536
jax,cuda,0.00038338500053214375,65536
jax,cuda,0.00044352499935484957,65536
jax,cuda,0.000554636000742903,65536
numba,cuda,0.0009369519993924769,262144
numba,cuda,0.0010263929998473031,262144
numba,cuda,0.0009360920012113638,262144
numba,cuda,0.0010116729990841122,262144
numba,cuda,0.0008865910003805766,262144
numba,cuda,0.0009829919999901904,262144
numba,cuda,0.0009565820000716485,262144
numba,cuda,0.0014738980007678038,262144
numba,cuda,0.0009188320000248495,262144
taichi,cuda,0.0003029240015166579,262144
taichi,cuda,0.00028349300009722356,262144
taichi,cuda,0.0002852340003300924,262144
taichi,cuda,0.0002801829996315064,262144
taichi,cuda,0.0002899940009228885,262144
taichi,cuda,0.00028572399969561957,262144
taichi,cuda,0.000277702998573659,262144
taichi,cuda,0.00029208399973867927,262144
taichi,cuda,0.00028164300056232605,262144
warp,cuda,0.0002043919994321186,262144
warp,cuda,0.00021201299932727125,262144
warp,cuda,0.00018652200014912523,262144
warp,cuda,0.0001702330009720754,262144
warp,cuda,0.00017162200128950644,262144
warp,cuda,0.00016894200052774977,262144
warp,cuda,0.000280332998954691,262144
warp,cuda,0.00022173199977260083,262144
warp,cuda,0.000169201999597135,262144
torch,cuda,0.017757609999534907,262144
torch,cuda,0.017856471000413876,262144
torch,cuda,0.017920832000527298,262144
torch,cuda,0.019664714000100503,262144
torch,cuda,0.019438731000263942,262144
torch,cuda,0.01810647400088783,262144
torch,cuda,0.01807300400105305,262144
torch,cuda,0.018120175000149175,262144
torch,cuda,0.018216366001070128,262144
jax,cuda,0.0007655290010006865,262144
jax,cuda,0.0006911589989613276,262144
jax,cuda,0.0006604980007978156,262144
jax,cuda,0.0006581079996976769,262144
jax,cuda,0.0006702789996779757,262144
jax,cuda,0.0006606380011362489,262144
jax,cuda,0.000662848000501981,262144
jax,cuda,0.0006704289990011603,262144
jax,cuda,0.000653777999104932,262144
numba,cuda,0.0022789380000176607,1048576
numba,cuda,0.0022505479992105393,1048576
numba,cuda,0.002218846999312518,1048576
numba,cuda,0.0022877289993630257,1048576
numba,cuda,0.0022533869996550493,1048576
numba,cuda,0.002368168999964837,1048576
numba,cuda,0.0022286570001597283,1048576
numba,cuda,0.0022347980011545587,1048576
numba,cuda,0.0033740920007403474,1048576
taichi,cuda,0.000546516999747837,1048576
taichi,cuda,0.0008028199990803842,1048576
taichi,cuda,0.0008175000002665911,1048576
taichi,cuda,0.0008105899996735388,1048576
taichi,cuda,0.0008153599992510863,1048576
taichi,cuda,0.0008038400010264013,1048576
taichi,cuda,0.0008091500003502006,1048576
taichi,cuda,0.0007992999999260064,1048576
taichi,cuda,0.0008194199999707052,1048576
warp,cuda,0.00022622300093644299,1048576
warp,cuda,0.0002317729995411355,1048576
warp,cuda,0.00021968200053379405,1048576
warp,cuda,0.00021440300042741,1048576
warp,cuda,0.0002162629989470588,1048576
warp,cuda,0.00021847300013178028,1048576
warp,cuda,0.0002152619999833405,1048576
warp,cuda,0.00021298300089256372,1048576
warp,cuda,0.00021267299962346442,1048576
torch,cuda,0.019297778999316506,1048576
torch,cuda,0.019557331999749294,1048576
torch,cuda,0.01952455100035877,1048576
torch,cuda,0.019561340999644017,1048576
torch,cuda,0.01964010200026678,1048576
torch,cuda,0.019441800001004594,1048576
torch,cuda,0.0195436409994727,1048576
torch,cuda,0.01987434500006202,1048576
torch,cuda,0.019547111998690525,1048576
jax,cuda,0.001564999998663552,1048576
jax,cuda,0.001445467998564709,1048576
jax,cuda,0.001443178000045009,1048576
jax,cuda,0.0014543380002578488,1048576
jax,cuda,0.0014307069995993515,1048576
jax,cuda,0.0014343479997478426,1048576
jax,cuda,0.001435548001609277,1048576
jax,cuda,0.0014437469999393215,1048576
jax,cuda,0.0014426170000660932,1048576
numba,cuda,0.007189559000835288,4194304
numba,cuda,0.007339149999097572,4194304
numba,cuda,0.007304160000785487,4194304
numba,cuda,0.00729793000027712,4194304
numba,cuda,0.007116098000551574,4194304
numba,cuda,0.007135488000130863,4194304
numba,cuda,0.007127278000552906,4194304
numba,cuda,0.007136017999073374,4194304
numba,cuda,0.0071115170012490125,4194304
taichi,cuda,0.001415508000718546,4194304
taichi,cuda,0.0017831419991125586,4194304
taichi,cuda,0.0018000719992414815,4194304
taichi,cuda,0.0017811020006774925,4194304
taichi,cuda,0.001776852001057705,4194304
taichi,cuda,0.0017875719986477634,4194304
taichi,cuda,0.0017789909998100484,4194304
taichi,cuda,0.0017912220009748125,4194304
taichi,cuda,0.0017916719989443664,4194304
warp,cuda,0.0005439659998955904,4194304
warp,cuda,0.0011123039985250216,4194304
warp,cuda,0.0011122529995191144,4194304
warp,cuda,0.0011620740006037522,4194304
warp,cuda,0.0011190839995833812,4194304
warp,cuda,0.0011249540002609137,4194304
warp,cuda,0.0011089640011050506,4194304
warp,cuda,0.0011161230013385648,4194304
warp,cuda,0.0011095730005763471,4194304
torch,cuda,0.14162937500077533,4194304
torch,cuda,0.14145212299990817,4194304
torch,cuda,0.1419285479987593,4194304
torch,cuda,0.14281798899901332,4194304
torch,cuda,0.14164961500136997,4194304
torch,cuda,0.1455512140000792,4194304
torch,cuda,0.14604892900024424,4194304
torch,cuda,0.1444820590004383,4194304
torch,cuda,0.14625277199957054,4194304
jax,cuda,0.00528795500031265,4194304
jax,cuda,0.005194303001189837,4194304
jax,cuda,0.005203934000746813,4194304
jax,cuda,0.00516948400036199,4194304
jax,cuda,0.00514645300063421,4194304
jax,cuda,0.005184853000173462,4194304
jax,cuda,0.005186615000638994,4194304
jax,cuda,0.005202084001211915,4194304
jax,cuda,0.0051657330004672986,4194304
